Sr No,Date dd/mm/yyyy,Startup Name,Startup type,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,GREEN,Success
1426,05-08-2016,Tricog,Non-Green,Healthcare,Healthcare Analytics Platform,Bangalore,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,N/A,,0
1427,06-08-2016,VST Travels,Non-Green,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,"27,000",,0
1428,08-08-2016,AdPushUp,Non-Green,Technology,Ad optimization Platform,New Delhi,"Geniee, Inc, Purvi Capital",Private Equity,N/A,,0
1429,08-08-2016,Wefly Indoor Skydiving,Non-Green,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,"40,000",,0
1430,08-08-2016,Mojarto,Non-Green,E-commerce,"Original Art, Digital Prints etailer",Gurgaon,Undisclosed Investors,Seed Funding,"4,45,000",,0
1431,08-08-2016,Zipgrid,Non-Green,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,"2,00,000",,0
1432,09-08-2016,MobiDent,Non-Green,Healthcare,Dental Protection Solution,Bangalore,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,N/A,,0
1433,09-08-2016,Zeolr/RespirON,Non-Green,Technology,Healthcare related IoT platform,New Delhi,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,N/A,,0
1434,10-08-2016,Vebbler,Non-Green,Consumer Internet,Photo Sharing Mobile App,Bangalore,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,"5,00,000",,0
1435,10-08-2016,Bombay Shaving Company,Non-Green,E-commerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,"6,00,000",,0
1436,11-08-2016,Travelyaari,Non-Green,Consumer Internet,Online ticket booking platform,Bangalore,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,"70,00,000",,0
1437,11-08-2016,91SpringBoard,Non-Green,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,N/A,,0
1438,11-08-2016,Genextstudents,Non-Green,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,"2,09,000",,0
1439,11-08-2016,Zenoti,Non-Green,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,"1,50,00,000",,0
1440,12-08-2016,Crofarm,Non-Green,Technology,Agri-Tech supply chain Solution provider,Gurgaon,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,"15,00,000",,0
1441,12-08-2016,Faircent.com,Non-Green,Consumer Internet,peer-to-peer lending platform,Gurgaon,Brand Capital,Private Equity,"15,00,000",,0
1442,12-08-2016,Innovaccer,Non-Green,Technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,"1,56,00,000",,0
1443,12-08-2016,Cuberoot,Non-Green,Technology,Data Analytics & Audience Management Platform,Gurgaon,Undisclosed Investors,Seed Funding,"5,00,000",,0
1444,12-08-2016,Funcastic,Non-Green,Consumer Internet,B2C vernacular podcast aggregator platform,New Delhi,"HT Media Ltd, North Base Media",Seed Funding,N/A,,0
1445,15-08-2016,Buttercups,Non-Green,E-commerce,Women Intimate Wear eTailer,Bangalore,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,N/A,,0
1446,16-08-2016,Zappfresh,Non-Green,E-commerce,Raw Meat Products eTailer,Gurgaon,Ashvin Chadha,Seed Funding,N/A,,0
1447,16-08-2016,OyoRooms,Non-Green,Consumer Internet,Budget Hotels Aggregator,New Delhi,SoftBank Group,Private Equity,"6,20,00,000",,0
1448,16-08-2016,Hike,Non-Green,Consumer Internet,Mobile Messaging App,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,"17,50,00,000",,0
1449,16-08-2016,Joolz,Non-Green,E-commerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,"5,00,000",,0
1450,16-08-2016,SaleBhai,Non-Green,E-commerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,"15,00,000",,0
1451,16-08-2016,Makkajai,Non-Green,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,"2,50,000",,0
1452,16-08-2016,Gradopedia,Non-Green,Consumer Internet,Career progression Portal,Mumbai,Undisclosed Dubai based HNIs,Seed Funding,N/A,,0
1453,17-08-2016,MaalGaadi,Non-Green,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,"3,75,000",,0
1454,17-08-2016,ZiPi,Non-Green,Technology,Mobile Chatbot App,Bangalore,Swan Angel Network,Seed Funding,N/A,,0
1455,17-08-2016,Appknox,Non-Green,Technology,Mobile security solutions,Bangalore,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,"6,75,000",,0
1456,17-08-2016,Pikkol,Non-Green,Logistics,Packers & Movers,Bangalore,Indian Angel Network,Seed Funding,N/A,,0
1457,18-08-2016,Meesho,Non-Green,E-commerce,Mobile based E-commerce SAAS platform,Bangalore,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,N/A,,0
1458,18-08-2016,Sesame Software,Non-Green,Technology,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,N/A,,0
1459,19-08-2016,Quikr,Non-Green,Consumer Internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,"2,00,00,000",,0
1460,19-08-2016,Digio,Non-Green,Technology,Aadhar based Document Signing platform,Bangalore,Rainmatter,Private Equity,"3,75,000",,0
1461,19-08-2016,Ziffity,Non-Green,Technology,Full Service E-commerce Agency,Chennai,Aspire Systems,Private Equity,N/A,,0
1462,22-08-2016,Zzungry,Non-Green,Consumer Internet,Food Delivery platform,Bangalore,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,N/A,,0
1463,22-08-2016,Puro Wellness,Non-Green,healthcare,"Organic,\\xc2\\xa0 Natural\\xc2\\xa0 Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,"3,70,00,000",,0
1464,22-08-2016,Fitternity,Non-Green,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,N/A,,0
1465,23-08-2016,TAC Security,Non-Green,Technology,Cyber-Security Solutions Provider,New Delhi,Vijay Kedia,Seed Funding,N/A,,0
1466,23-08-2016,Notesgen,Non-Green,Consumer Internet,Online Notes Sharing Portal,New Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,"1,00,000",,0
1467,23-08-2016,NearU,Non-Green,Consumer Internet,Marketing app for retailers,Mumbai,Dr. Goutam Challagalla,Seed Funding,N/A,,0
1468,23-08-2016,Octo.ai,Non-Green,Technology,Artificial Intelligence based marketing platform,New Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,"2,00,000",,0
1469,24-08-2016,ShaadiSaga,Non-Green,Consumer Internet,Wedding Website Creator,New Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,N/A,,0
1470,24-08-2016,UnaAcademy,Non-Green,Consumer Internet,Free Interactive education platform,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,"10,00,000",,0
1471,24-08-2016,Advenio,Non-Green,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Funding,"1,00,000",,0
1472,24-08-2016,Guarented,Non-Green,E-commerce,Home Furnishing rental marketplace,Bangalore,Kalaari Capital,Seed Funding,"5,00,000",,0
1473,24-08-2016,Beyond Evolution,Non-Green,Technology,Mobile Apps & Tech Services provider,Gurgaon,"Vineet Taneja, Kamal Puri",Seed Funding,N/A,,0
1474,24-08-2016,Uber Dreams,Non-Green,E-commerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,"5,00,000",,0
1475,24-08-2016,Convegenius,Non-Green,Education,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,"9,00,000",,0
1476,24-08-2016,UrbanLadder,Non-Green,E-commerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,"30,00,000",,0
1477,24-08-2016,enCashea,Non-Green,Consumer Internet,Scrap Collection and Recycling platform,Bangalore,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,N/A,,0
1478,25-08-2016,EngineerBabu,Non-Green,Technology,Mobile App & Web Development company,Indore,Scale Ventures,Seed Funding,N/A,,0
1479,25-08-2016,Cult,Non-Green,Healthcare,Health and Fitness Centres,Bangalore,CureFit,Private Equity,"30,00,000",,0
1480,25-08-2016,WitWorks,Non-Green,Technology,Consumer IoT Startup,Bangalore,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,N/A,,0
1481,25-08-2016,NearFox,Non-Green,Consumer Internet,Local Lifestyle Content and Discovery Platform,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",Seed Funding,N/A,,0
1482,25-08-2016,ZoomCar,Non-Green,Consumer Internet,Self-driven car booking platform,Bangalore,Ford Smart Mobility Llc,Private Equity,"2,40,00,000",,0
1483,26-08-2016,Plix,Non-Green,Consumer Internet,Photo and Video Sharing App,Gurgaon,Instalabs,Seed Funding,"5,00,000",,0
1484,26-08-2016,Mobikwik,Non-Green,Consumer Internet,Digital Wallet platform,Gurgaon,Net1 UEPS Technologies Inc,Private Equity,"4,00,00,000",,0
1485,26-08-2016,MyDidi,Non-Green,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,"5,50,000",,0
1486,26-08-2016,CrownIt,Non-Green,Consumer Internet,Cashback Mobile app,Gurgaon,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,N/A,,0
1487,29-08-2016,LoanTap,Non-Green,Consumer Internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,"30,00,000",,0
1488,29-08-2016,Runnr,Non-Green,Consumer Internet,hyperlocal Logistics services provider,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,"70,00,000",,0
1489,29-08-2016,Zolo,Non-Green,Consumer Internet,on-demand online talent marketplace,Noida,Hitouch AG,Private Equity,N/A,,0
1490,29-08-2016,Notion Press,Non-Green,Consumer Internet,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,"10,00,000",,0
1491,29-08-2016,LivSpace,Non-Green,Consumer Internet,Online portal for Home Design,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,"1,50,00,000",,0
1492,30-08-2016,iAugmentor Labs,Non-Green,Technology,Assessment & Learning Platform,Gurgaon,Rajasthan Angel Investor Network & Others,Seed Funding,"1,49,000",,0
1493,30-08-2016,DayBox,Non-Green,Consumer Internet,Fruit & Vegetable Delivery platform,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,"1,04,000",,0
1494,30-08-2016,Paytm,Non-Green,E-commerce,Mobile Wallet & E-commerce platform,Bangalore,MediaTek Inc.,Private Equity,"6,00,00,000",,0
1495,30-08-2016,CropIn,Non-Green,Technology,Agriculture Technology Solutions,Bangalore,Sophia Investment ApS,Private Equity,"20,00,000",,0
1496,30-08-2016,Canvera,Non-Green,Consumer Internet,Photographer Discovery & Information platform,Bangalore,Info Edge (India) Ltd,Private Equity,"30,00,000",,0
1497,30-08-2016,Prime Focus Technologies,Non-Green,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,Ambit Pragma,Private Equity,N/A,,0
1498,31-08-2016,Flyrobe,Non-Green,E-commerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,"53,00,000",,0
1499,31-08-2016,inclov,Non-Green,Consumer Internet,Matchmaking App for Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,N/A,,0
1500,01-07-2016,RazorPay,Non-Green,Consumer Internet,Online Payment Gateway,Bangalore,MasterCard,Private Equity,N/A,,0
1501,01-07-2016,DarwinBox,Non-Green,Technology,HR Software Services Startup,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,N/A,,0
1502,01-07-2016,Venture Catalysts,Non-Green,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,"5,00,000",,0
1503,01-07-2016,PressPlay TV,Non-Green,Consumer Internet,Video Content Discovery Platform,New Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,N/A,,0
1504,02-07-2016,Playment,Non-Green,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bangalore,SAIF Partners,Private Equity,"7,00,000",,0
1505,04-07-2016,WealthTrust,Non-Green,Consumer Internet,Wealth Management App,Mumbai,India Quotient,Seed Funding,N/A,,0
1506,04-07-2016,Curefit,Non-Green,Consumer Internet,Online Preventive Healthcare Platform,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,"1,50,00,000",,0
1507,04-07-2016,StitchWood,Non-Green,E-commerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,"2,00,000",,0
1508,04-07-2016,Grab.in,Non-Green,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,"20,00,000",,0
1509,04-07-2016,Fulfil.IO,Non-Green,Consumer Internet,Cloud Based ERP Software,US,Rajan Anandan,Seed Funding,N/A,,0
1510,04-07-2016,NeoGrowth,Non-Green,Finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,"1,60,00,000",,0
1511,05-07-2016,SeeDoc,Non-Green,Consumer Internet,Video Based Doctor Consulting platform App,Gurgaon,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,"10,00,000",,0
1512,05-07-2016,BookMyShow,Non-Green,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,"8,20,00,000",,0
1513,05-07-2016,Flyrobe,Non-Green,E-commerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed Funding,"17,00,000",,0
1514,06-07-2016,HappilyUnmarried,Non-Green,E-commerce,Online Merchandize etailer,New Delhi,Info Edge (India) Ltd,Private Equity,"7,40,000",,0
1515,06-07-2016,Don\\xe2\\x80\\x99t Scratch Your Head,Non-Green,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,"2,50,000",,0
1516,06-07-2016,Wedding Wishlist,Non-Green,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,"2,97,000",,0
1517,07-07-2016,AppDaily,Non-Green,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,"20,00,000",,0
1518,07-07-2016,Adytude,Non-Green,Consumer Internet,Gamified Consumer Insights Portal,New Delhi,Indian Angel Network,Private Equity,"10,00,000",,0
1519,07-07-2016,Quickli,Non-Green,Logistics,On-Demand Delivery Startup,Gurgaon,"AVG Group, 500 Startups",Private Equity,N/A,,0
1520,07-07-2016,SpectraVR,Non-Green,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,N/A,,0
1521,08-07-2016,Pitstop,Non-Green,Consumer Internet,Online Car Repair and Servicing Booking platform,Bangalore,"Alex Chua, Rahul Garg",Seed Funding,N/A,,0
1522,08-07-2016,HolaChef,Non-Green,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"19,50,000",,0
1523,11-07-2016,Purplle,Non-Green,E-commerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,"60,00,000",,0
1524,11-07-2016,Trak N Tell,Non-Green,Technology,Car Tracking & Safety System,Gurgaon,Brian Acton,Private Equity,"35,00,000",,0
1525,11-07-2016,Overcart.com,Non-Green,E-commerce,Unboxed & refurbished electronic products marketplace,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,"30,00,000",,0
1526,12-07-2016,SirionLabs,Non-Green,Technology,SAAS based Service Agreement Management,Gurgaon,Sequoia Capital,Private Equity,"1,22,50,000",,0
1527,12-07-2016,GyanDhan,Non-Green,Consumer Internet,Education Focused Financing Platform,New Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,N/A,,0
1528,12-07-2016,MintM,Non-Green,Consumer Internet,Digital Marketing & AdTech Platform,Bangalore,"Mumbai Angels,\\xc2\\xa0 Times Internet",Private Equity,N/A,,0
1529,12-07-2016,HitGrit,Non-Green,Consumer Internet,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,N/A,,0
1530,12-07-2016,Find My Stay,Non-Green,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,New Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,N/A,,0
1531,13-07-2016,YAAP,Non-Green,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,Rainmaker Ventures,Private Equity,"50,00,000",,0
1532,13-07-2016,Utoo Cabs,Non-Green,Consumer Internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,N/A,,0
1533,13-07-2016,Twigly,Non-Green,Consumer Internet,Online Food Ordering & Delivery Startup,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,"6,00,000",,0
1534,13-07-2016,ShareChat,Non-Green,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bangalore,"SAIF Partners, India Quotient",Private Equity,"13,50,000",,0
1535,13-07-2016,Urban Tailor,Non-Green,Consumer Internet,E-Tailoring service provider,Bangalore,Unitus Seed Fund,Private Equity,N/A,,0
1536,13-07-2016,RentMojo,Non-Green,Consumer Internet,Online Furniture Renting Platform,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,"50,00,000",,0
1537,13-07-2016,CityFurnish,Non-Green,Consumer Internet,Online Furniture Renting Platform,Gurgaon,Brand Capital,Seed Funding,N/A,,0
1538,13-07-2016,HEAL Institute,Non-Green,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,N/A,,0
1539,14-07-2016,Augrav,Non-Green,E-commerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,"4,50,000",,0
1540,14-07-2016,ShoppinPal,Non-Green,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,"10,70,000",,0
1541,14-07-2016,TransTutors / AskIITians,Non-Green,Consumer Internet,Online Education & Tutoring portals,New Delhi,500 Startups,Private Equity,N/A,,0
1542,15-07-2016,WorkApps,Non-Green,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,"10,00,000",,0
1543,15-07-2016,BankerBay,Non-Green,Consumer Internet,Online Investment Banking platform,Bangalore,undisclosed investors,Private Equity,"20,00,000",,0
1544,15-07-2016,BaggOut,Non-Green,E-commerce,Women\\xe2\\x80\\x99s Fashion etailer,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,N/A,,0
1545,15-07-2016,TripShelf,Non-Green,E-commerce,Travel Package Marketplace,New Delhi,GEMS group,Seed Funding,"2,50,000",,0
1546,15-07-2016,SatvaCart,Non-Green,E-commerce,Online Grocers,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,N/A,,0
1547,15-07-2016,Ridlr,Non-Green,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,"60,00,000",,0
1548,18-07-2016,Yellowdig,Non-Green,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,"6,50,000",,0
1549,18-07-2016,Zuppler,Non-Green,Consumer Internet,Online Food Ordering platform,New Delhi,SRI Capital,Seed Funding,"6,50,000",,0
1550,18-07-2016,BlueStone,Non-Green,E-commerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"3,00,00,000",,0
